PassengerId,Survived,Pclass,Name,Sex,Age,Cabin,Cabin location,Can swim,Survival Probability,Survive
1005,1,3,"Buckley, Miss. Katherine",female,18.5,A33,Lower,0,0.4,0
983,0,3,"Pedersen, Mr. Olaf",male,56.0,C69,Middle,0,0.7000000000000001,0
991,0,3,"Nancarrow, Mr. William Henry",male,33.0,C72,Middle,0,0.7000000000000001,0
1066,0,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40.0,A28,Upper,0,0.9,1
1180,0,3,"Mardirosian, Mr. Sarkis",male,45.0,F,Middle,1,0.9999999999999999,1
1307,0,3,"Saether, Mr. Simon Sivertsen",male,38.5,E85,Middle,1,0.9999999999999999,1
1173,0,3,"Peacock, Master. Alfred Edward",male,0.75,E86,Lower,1,0.44999999999999996,0
907,1,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24.0,A94,Middle,0,0.7000000000000001,0
1243,0,2,"Stokes, Mr. Philip Joseph",male,25.0,E68,Middle,1,0.9999999999999999,1
1079,0,3,"Davies, Mr. Joseph",male,17.0,E100,Upper,1,1.2000000000000002,1
1213,0,3,"Krekorian, Mr. Neshan",male,25.0,F,Lower,0,0.4,0
1027,0,3,"Carlsson, Mr. Carl Robert",male,24.0,D10,Upper,0,0.9,1
1151,0,3,"Midtsjo, Mr. Karl Albert",male,21.0,D11,Upper,1,1.2000000000000002,1
1141,1,3,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",female,43.0,E16,Middle,0,0.7000000000000001,0
1242,1,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,45.0,D10,Upper,1,1.2000000000000002,1
1178,0,3,"Franklin, Mr. Charles (Charles Fardon)",male,61.0,D80,Upper,0,0.9,1
921,0,3,"Samaan, Mr. Elias",male,56.0,E9,Middle,1,0.9999999999999999,1
914,1,1,"Flegenheim, Mrs. Alfred (Antoinette)",female,79.0,E2,Middle,0,0.45000000000000007,0
1208,0,1,"Spencer, Mr. William Augustus",male,57.0,B78,Upper,0,0.9,1
1081,0,2,"Veal, Mr. James",male,40.0,E97,Middle,0,0.7000000000000001,0
1033,1,1,"Daniels, Miss. Sarah",female,33.0,D65,Upper,0,0.9,1
1286,0,3,"Kink-Heilmann, Mr. Anton",male,29.0,E20,Middle,1,0.9999999999999999,1
929,1,3,"Cacic, Miss. Manda",female,21.0,B41,Upper,0,0.9,1
941,1,3,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""",female,36.0,E94,Middle,0,0.7000000000000001,0
1186,0,3,"Wittevrongel, Mr. Camille",male,36.0,E59,Lower,1,0.7,0
1051,1,3,"Peacock, Mrs. Benjamin (Edith Nile)",female,26.0,A29,Upper,1,1.2000000000000002,1
1158,0,1,"Chisholm, Mr. Roderick Robert Crispin",male,14.0,B36,Upper,0,0.9,1
928,1,3,"Roth, Miss. Sarah A",female,56.0,E72,Middle,1,0.9999999999999999,1
1040,0,1,"Crafton, Mr. John Bertram",male,13.0,E31,Middle,0,0.7000000000000001,0
1055,0,3,"Pearce, Mr. Ernest",male,13.0,C55,Lower,0,0.4,0
1193,0,2,"Malachard, Mr. Noel",male,11.0,D,Upper,1,1.2000000000000002,1
1217,0,3,"Assam, Mr. Ali",male,23.0,E25,Middle,1,0.9999999999999999,1
1194,0,2,"Phillips, Mr. Escott Robert",male,43.0,B36,Upper,0,0.9,1
1146,0,3,"Wenzel, Mr. Linhart",male,32.5,B44,Middle,0,0.7000000000000001,0
946,0,2,"Mangiavacchi, Mr. Serafino Emilio",male,61.0,A4,Middle,0,0.7000000000000001,0
973,0,1,"Straus, Mr. Isidor",male,67.0,C55,Middle,0,0.7000000000000001,0
1216,1,1,"Kreuchen, Miss. Emilie",female,39.0,C94,Middle,0,0.7000000000000001,0
1123,1,1,"Willard, Miss. Constance",female,21.0,D76,Middle,0,0.7000000000000001,0
1048,1,1,"Bird, Miss. Ellen",female,29.0,C97,Middle,1,0.9999999999999999,1
1258,0,3,"Caram, Mr. Joseph",male,37.0,D42,Upper,1,1.2000000000000002,1
1039,0,3,"Davies, Mr. Evan",male,22.0,B40,Lower,1,0.7,0
1072,0,2,"McCrie, Mr. James Matthew",male,30.0,D90,Upper,0,0.9,1
1200,0,1,"Hays, Mr. Charles Melville",male,55.0,B69,Upper,1,1.2000000000000002,1
930,0,3,"Sap, Mr. Julius",male,25.0,E26,Upper,0,0.9,1
922,0,2,"Louch, Mr. Charles Alexander",male,50.0,A16,Upper,0,0.9,1
1122,0,2,"Sweet, Mr. George Frederick",male,14.0,E91,Middle,0,0.7000000000000001,0
1116,1,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)",female,53.0,A50,Middle,0,0.7000000000000001,0
1149,0,3,"Niklasson, Mr. Samuel",male,28.0,C81,Lower,1,0.7,0
1300,1,3,"Riordan, Miss. Johanna Hannah""""",female,28.0,C50,Middle,0,0.7000000000000001,0
1088,0,1,"Spedden, Master. Robert Douglas",male,6.0,E34,Middle,1,0.7499999999999999,0
996,1,3,"Thomas, Mrs. Alexander (Thamine Thelma"")""",female,16.0,B70,Upper,0,0.9,1
1050,0,1,"Borebank, Mr. John James",male,42.0,D22,Upper,0,0.9,1
1022,0,3,"Spinner, Mr. Henry John",male,32.0,D63,Lower,0,0.4,0
1281,0,3,"Palsson, Master. Paul Folke",male,6.0,C95,Middle,0,0.45000000000000007,0
1035,0,2,"Beauchamp, Mr. Henry James",male,28.0,A6,Middle,0,0.7000000000000001,0
